id,text,result,date,token,nb,pol
1544837215301226497,"@EricBoehm87 Chick Fil A does not even belong on this list since they do not serve bone-in fried chicken, they are basically Jack in the box with no beef or tacos.",Negative,2022-07-09 13:20:06.063479,"['chick', 'fil', 'a', 'do', 'not', 'even', 'belong', 'on', 'this', 'list', 'since', 'they', 'do', 'not', 'serve', 'bone', 'in', 'fry', 'chicken', 'they', 'be', 'basically', 'jack', 'in', 'the', 'box', 'with', 'no', 'beef', 'or', 'ticos']",Negative,Negative
1544836799335473152,Chick-fil-A gives me life every single time,Negative,2022-07-09 13:20:06.096383,"['chick', 'fil', 'a', 'give', 'me', 'life', 'every', 'single', 'time']",Positive,Negative
1544836508426846210,22 Vegan Fried Chicken Sandwiches That Are Better Than Chick-fil-A and Popeyes https://t.co/E8CHR5DaVd,Negative,2022-07-09 13:20:06.156910,"['22', 'vegan', 'fried', 'chicken', 'sandwiches', 'that', 'are', 'better', 'than', 'chick', 'fil', 'a', 'and', 'popes', 'https', 't', 'co', 'e8hr5dad']",Positive,Negative
1544836459273887745,"@Jsorrentino123 I think Chick-fil-A should not be included because their fries are totally different. It is like apples and oranges. That said, I would choose Chick fil-A.",neutral,2022-07-09 13:20:06.188409,"['i', 'think', 'chick', 'fil', 'a', 'should', 'not', 'be', 'include', 'because', 'their', 'fry', 'be', 'totally', 'different', 'it', 'be', 'like', 'apple', 'and', 'orange', 'that', 'say', 'i', 'would', 'choose', 'chick', 'fil', 'a']",Positive,neutral
1544836425866428416,"RT @TrendingLiberal: PSA: Don’t do business with Goya, Papa Johns, Chick-fil-A, Hobby Lobby or My Pillow.

What am I missing?",Negative,2022-07-09 13:20:06.219578,"['sa', 'don', 't', 'do', 'business', 'with', 'goya', 'papa', 'johns', 'chick', 'fil', 'a', 'hobby', 'lobby', 'or', 'my', 'pillow', 'what', 'be', 'i', 'miss']",Positive,Negative
1544836252544925696,RT @GAFollowers: For the 8th year in a row Chick-Fil-A had been named the nation is favorite restaurant. https://t.co/EMekNNVt9M,Positive,2022-07-09 13:20:06.331293,"['for', 'the', '8th', 'year', 'in', 'a', 'row', 'chick', 'fil', 'a', 'have', 'be', 'name', 'the', 'nation', 'be', 'favorite', 'restaurant', 'http', 't', 'co', 'emeknnvt9m']",Negative,Positive
1544836150543585280,RT @RedState: Wokeness Takes a Shot to the Chin as Americans Vote Chick-fil-A Number One — Again https://t.co/QHPKAGk4i0,neutral,2022-07-09 13:20:06.493939,"['likeness', 'takes', 'a', 'shot', 'to', 'the', 'chin', 'as', 'americans', 'vote', 'chick', 'fil', 'a', 'number', 'one', 'again', 'http', 't', 'co', 'qhpkagk4i0']",Negative,neutral
1544836113789063172,@weirddalle Luke Skywalker having Chick-fil-A https://t.co/ekzLoyRNnO,neutral,2022-07-09 13:20:06.628260,"['luke', 'skywalker', 'have', 'chick', 'fil', 'a', 'http', 't', 'co', 'ekzloyrnno']",Negative,neutral
1544836090049306625,I am humbled and honored to announce that I have started my offer to be a mask barista at Chick-fil-A. I am looking forward to starting this,neutral,2022-07-09 13:20:06.692173,"['i', 'be', 'humble', 'and', 'honor', 'to', 'announce', 'that', 'i', 'have', 'start', 'my', 'offer', 'to', 'be', 'a', 'mask', 'barnstar', 'at', 'chick', 'fil', 'a', 'i', 'be', 'look', 'forward', 'to', 'start', 'this']",Negative,neutral
1544836076807901189,"RT @thega1nz: My future wife is probably eating Chick-fil-A for the 3rd time in two days. Don’t worry bb, a man who can cook is coming  soon",neutral,2022-07-09 13:20:06.725382,"['my', 'future', 'wife', 'be', 'probably', 'eat', 'chick', 'fil', 'a', 'for', 'the', '3rd', 'time', 'in', 'two', 'day', 'don', 't', 'worry', 'bb', 'a', 'man', 'who', 'can', 'cook', 'be', 'come', 'soon']",Negative,neutral
1544835928811880449,RT @FOS: The Chick-fil-A Peach Bowl has announced that the game has sold out — five months before the teams playing in it will be decided.…,Negative,2022-07-09 13:20:06.756407,"['the', 'chick', 'fil', 'a', 'peach', 'bowl', 'have', 'announce', 'that', 'the', 'game', 'have', 'sell', 'out', 'five', 'month', 'before', 'the', 'team', 'play', 'in', 'it', 'will', 'be', 'decide']",Negative,Negative
1544835914786082816,"RT @hlmartin122: my chick-fil-a has had these stickers spelled without the ""k"" for months and just now realized it #MandelaEffect https://t…",neutral,2022-07-09 13:20:06.971578,"['my', 'chick', 'fil', 'a', 'have', 'have', 'these', 'sticker', 'spell', 'without', 'the', 'k', 'for', 'month', 'and', 'just', 'now', 'realize', 'it', 'mandelaeffect', 'https', 't']",Negative,neutral
1544835909748756482,RT @malerntogo: Certainly NOT all straight people! But you get the idea. Please like and retweet if you won’t ever support Chick-fil-A or a…,Positive,2022-07-09 13:20:07.032231,"['certainly', 'not', 'all', 'straight', 'people', 'but', 'you', 'get', 'the', 'idea', 'please', 'like', 'and', 'between', 'if', 'you', 'win', 't', 'ever', 'support', 'chick', 'fil', 'a', 'or', 'a']",Negative,Positive
1544835770707595272,It’s not really summer until Chick-fil-A bring out the peach milkshakes! https://t.co/5b1GY47TKg,Negative,2022-07-09 13:20:07.119473,"['it', 's', 'not', 'really', 'summer', 'until', 'chick', 'fil', 'a', 'bring', 'out', 'the', 'peach', 'milkshakes', 'https', 't', 'co', '5b1gt47tag']",Positive,Negative
1544835756673433601,i just want chick-fil-a,neutral,2022-07-09 13:20:07.150049,"['i', 'just', 'want', 'chick', 'fil', 'a']",Positive,neutral
1544835678411767808,RT @helenckh: this would never happen at a Chick-fil-A...,neutral,2022-07-09 13:20:07.180858,"['this', 'would', 'never', 'happen', 'at', 'a', 'chick', 'fil', 'a']",Positive,neutral
1544835597604454401,"RT @nbcsandiego: ""A Tennessee woman got a surprise from Chick-fil-A after sharing a story about her grandmother who looked forward to the r…",neutral,2022-07-09 13:20:07.213069,"['a', 'tennessee', 'woman', 'get', 'a', 'surprise', 'from', 'chick', 'fil', 'a', 'after', 'share', 'a', 'story', 'about', 'her', 'grandmother', 'who', 'look', 'forward', 'to', 'the', 'r']",Positive,neutral
1544835591648563202,Life hack: Putting Chick-fil-A sauce on a Popeyes Spicy Chicken Sandwich is a game changer https://t.co/g5iY9qGzMa,Negative,2022-07-09 13:20:07.294202,"['life', 'hack', 'putting', 'chick', 'fil', 'a', 'sauce', 'on', 'a', 'popes', 'spicy', 'chicken', 'sandwich', 'be', 'a', 'game', 'changer', 'http', 't', 'co', 'g5in9qgzma']",Negative,Negative
1544835365093068805,RT @Meelsie143: Just had Chick-Fil-A for the first time in years and I genuinely feel like I’m being gaslit because this shit sucks and eve…,Positive,2022-07-09 13:20:07.349370,"['just', 'have', 'chick', 'fil', 'a', 'for', 'the', 'first', 'time', 'in', 'year', 'and', 'i', 'genuinely', 'feel', 'like', 'i', 'm', 'be', 'gaelic', 'because', 'this', 'shit', 'suck', 'and', 'eve']",Negative,Positive
1544835325062631424,"RT @LeanGainsFitnes: Literally no one is boycotting Chick-fil-A. I live in West L.A, one of the most Liberal places in the US and the lines…",Positive,2022-07-09 13:20:07.439511,"['literally', 'no', 'one', 'be', 'boycott', 'chick', 'fil', 'a', 'i', 'live', 'in', 'west', 'l', 'a', 'one', 'of', 'the', 'most', 'liberal', 'place', 'in', 'the', 'up', 'and', 'the', 'line']",Positive,Positive
1544835273447596032,That chick fil a got me feeling bad..must be a sign that I should’ve cooked 🙄,Negative,2022-07-09 13:20:07.471990,"['that', 'chick', 'fil', 'a', 'get', 'me', 'feel', 'bad', 'must', 'be', 'a', 'sign', 'that', 'i', 'should', 've', 'cook']",Negative,Negative
1544835230850322440,"@Certifiedsoftt1 Bitch all I did was comment “bland” under a tweet that said chick fil a is the nations favorite fast food chain then they popping in my mentions. They’re triggered not me bitch, but of course you side with them cuz your flatlined tastebuds like their food.",Positive,2022-07-09 13:20:07.600480,"['bitch', 'all', 'i', 'do', 'be', 'comment', 'bland', 'under', 'a', 'tweet', 'that', 'say', 'chick', 'fil', 'a', 'be', 'the', 'nation', 'favorite', 'fast', 'food', 'chain', 'then', 'they', 'pop', 'in', 'my', 'mention', 'they', 're', 'trigger', 'not', 'me', 'bitch', 'but', 'of', 'course', 'you', 'side', 'with', 'them', 'cup', 'your', 'flattened', 'tastebud', 'like', 'their', 'food']",Positive,Positive
1544835194615635968,I just tired the Chick-fil-A cobb salad  &amp; it was so tasty 😋 .,Negative,2022-07-09 13:20:07.632576,"['i', 'just', 'tire', 'the', 'chick', 'fil', 'a', 'cbb', 'salad', 'amp', 'it', 'be', 'so', 'tasty']",Positive,Negative
1544835182171017216,RT @Meelsie143: Just had Chick-Fil-A for the first time in years and I genuinely feel like I’m being gaslit because this shit sucks and eve…,Positive,2022-07-09 13:20:07.687881,"['just', 'have', 'chick', 'fil', 'a', 'for', 'the', 'first', 'time', 'in', 'year', 'and', 'i', 'genuinely', 'feel', 'like', 'i', 'm', 'be', 'gaelic', 'because', 'this', 'shit', 'suck', 'and', 'eve']",Negative,Positive
1544835144048988161,RT @malerntogo: Certainly NOT all straight people! But you get the idea. Please like and retweet if you won’t ever support Chick-fil-A or a…,Positive,2022-07-09 13:20:07.750263,"['certainly', 'not', 'all', 'straight', 'people', 'but', 'you', 'get', 'the', 'idea', 'please', 'like', 'and', 'between', 'if', 'you', 'win', 't', 'ever', 'support', 'chick', 'fil', 'a', 'or', 'a']",Negative,Positive
1544835028793933824,@socatleader @Meelsie143 I absolutely hate Chick-fil-A. That shit sucks,Negative,2022-07-09 13:20:07.781331,"['i', 'absolutely', 'hate', 'chick', 'fil', 'a', 'that', 'shit', 'suck']",Negative,Negative
1544834910300635138,El emotivo gesto de Chick-fil-A con la familia de una abuela que amaba sus malteadas https://t.co/6lYIg4Fnte #DanielRiosTeInforma,neutral,2022-07-09 13:20:08.291654,"['el', 'emotive', 'testo', 'de', 'chick', 'fil', 'a', 'con', 'la', 'familia', 'de', 'una', 'angela', 'que', 'aaa', 'sus', 'malteadas', 'https', 't', 'co', '6lang4fate', 'danielriosteinforma']",Negative,neutral
1544834903489003521,@BenMcC1908 little BBQ and Ranch dipping cups extra from Chick Fil A,Negative,2022-07-09 13:20:08.322618,"['little', 'bq', 'and', 'ranch', 'dip', 'cup', 'extra', 'from', 'chick', 'fil', 'a']",Positive,Negative
1544834716226011143,"RT @ACTBrigitte: Chick-fil-A was named America is favorite restaurant for their 8th consecutive year.

Once again proving the American peopl…",Positive,2022-07-09 13:20:08.353712,"['chick', 'fil', 'a', 'be', 'name', 'america', 'be', 'favorite', 'restaurant', 'for', 'their', '8th', 'consecutive', 'year', 'once', 'again', 'prove', 'the', 'american', 'people']",Positive,Positive
1544834625670746112,"@OriolesStatist1 No Chick-Fil-A in Hawaii yet, none for me 😔",neutral,2022-07-09 13:20:08.384661,"['no', 'chick', 'fil', 'a', 'in', 'hawaii', 'yet', 'none', 'for', 'me']",Positive,neutral
1544834493470711812,"@DerekWeth I like Culvers and Chick-fil-A, but Portilo is in Chicago definitely one of the best fast foods.",Positive,2022-07-09 13:20:08.445591,"['i', 'like', 'covers', 'and', 'chick', 'fil', 'a', 'but', 'portillo', 'be', 'in', 'chicago', 'definitely', 'one', 'of', 'the', 'best', 'fast', 'food']",Positive,Positive
1544834465372962818,RT @Meelsie143: Just had Chick-Fil-A for the first time in years and I genuinely feel like I’m being gaslit because this shit sucks and eve…,Positive,2022-07-09 13:20:08.498627,"['just', 'have', 'chick', 'fil', 'a', 'for', 'the', 'first', 'time', 'in', 'year', 'and', 'i', 'genuinely', 'feel', 'like', 'i', 'm', 'be', 'gaelic', 'because', 'this', 'shit', 'suck', 'and', 'eve']",Negative,Positive
1544834419248226305,RT @ainsleyearhardt: Chick-fil-A Tops List as America’s Favorite Restaurant for the Eighth Consecutive Year https://t.co/WUjaSYcseB,Positive,2022-07-09 13:20:08.645372,"['chick', 'fil', 'a', 'tops', 'list', 'as', 'america', 's', 'favorite', 'restaurant', 'for', 'the', 'eighth', 'consecutive', 'year', 'http', 't', 'co', 'wujasycseb']",Positive,Positive
1544834332988252160,"""A Tennessee woman got a surprise from Chick-fil-A after sharing a story about her grandmother who looked forward to the return of peach milkshakes each summer. https://t.co/OJDY1fb9UI",neutral,2022-07-09 13:20:08.756557,"['a', 'tennessee', 'woman', 'get', 'a', 'surprise', 'from', 'chick', 'fil', 'a', 'after', 'share', 'a', 'story', 'about', 'her', 'grandmother', 'who', 'look', 'forward', 'to', 'the', 'return', 'of', 'peach', 'milkshake', 'each', 'summer', 'http', 't', 'co', 'jd1fb9i']",Positive,neutral
1544834301878972416,chick-fil-a doesn’t support us gays but imma still eat the food tho cus it’s gas 😮‍💨🫠,neutral,2022-07-09 13:20:08.788232,"['chick', 'fil', 'a', 'doesn', 't', 'support', 'us', 'gay', 'but', 'mma', 'still', 'eat', 'the', 'food', 'tho', 'u', 'it', 's', 'gas']",Positive,neutral
1544834264738533376,Yo call me crazy but I swear it used to be spelled “Chic-fil-a” not “Chick-fil-a” or am I tripping?,Negative,2022-07-09 13:20:08.820366,"['yo', 'call', 'me', 'crazy', 'but', 'i', 'swear', 'it', 'use', 'to', 'be', 'spell', 'chic', 'fil', 'a', 'not', 'chick', 'fil', 'a', 'or', 'be', 'i', 'trip']",Positive,Negative
1544834228248002562,"RT @thega1nz: My future wife is probably eating Chick-fil-A for the 3rd time in two days. Don’t worry bb, a man who can cook is coming  soon",neutral,2022-07-09 13:20:08.852049,"['my', 'future', 'wife', 'be', 'probably', 'eat', 'chick', 'fil', 'a', 'for', 'the', '3rd', 'time', 'in', 'two', 'day', 'don', 't', 'worry', 'bb', 'a', 'man', 'who', 'can', 'cook', 'be', 'come', 'soon']",Positive,neutral
1544834190264393728,"I’ve never had chipotle or chick fil A

I’ll try both",neutral,2022-07-09 13:20:08.920937,"['i', 've', 'never', 'have', 'chipotle', 'or', 'chick', 'fil', 'a', 'i', 'll', 'try', 'both']",Positive,neutral
1544834182404362241,"RT @thega1nz: My future wife is probably eating Chick-fil-A for the 3rd time in two days. Don’t worry bb, a man who can cook is coming  soon",neutral,2022-07-09 13:20:08.952473,"['my', 'future', 'wife', 'be', 'probably', 'eat', 'chick', 'fil', 'a', 'for', 'the', '3rd', 'time', 'in', 'two', 'day', 'don', 't', 'worry', 'bb', 'a', 'man', 'who', 'can', 'cook', 'be', 'come', 'soon']",Positive,neutral
1544834101894676480,just had the best chick fil a i swear they used the pussy part of the chicken,Positive,2022-07-09 13:20:08.987191,"['just', 'have', 'the', 'best', 'chick', 'fil', 'a', 'i', 'swear', 'they', 'use', 'the', 'pussy', 'part', 'of', 'the', 'chicken']",Positive,Positive
1544833995233443842,RT @Meelsie143: Just had Chick-Fil-A for the first time in years and I genuinely feel like I’m being gaslit because this shit sucks and eve…,Positive,2022-07-09 13:20:09.052321,"['just', 'have', 'chick', 'fil', 'a', 'for', 'the', 'first', 'time', 'in', 'year', 'and', 'i', 'genuinely', 'feel', 'like', 'i', 'm', 'be', 'gaelic', 'because', 'this', 'shit', 'suck', 'and', 'eve']",Negative,Positive
1544833924169449473,@JayVCee_ @Ms__Matthews I used to work at few locations and met some atheists working at Chick-fil-A,Negative,2022-07-09 13:20:09.086607,"['matthews', 'i', 'use', 'to', 'work', 'at', 'few', 'location', 'and', 'meet', 'some', 'atheist', 'work', 'at', 'chick', 'fil', 'a']",Negative,Negative
1544833923695378439,Chick-fil-A is so disgusting fr,Negative,2022-07-09 13:20:09.118384,"['chick', 'fil', 'a', 'be', 'so', 'disgusting', 'fr']",Negative,Negative
1544833853000499207,That cob salad from Chick-fil-A hit different ❤️,neutral,2022-07-09 13:20:09.148608,"['that', 'cob', 'salad', 'from', 'chick', 'fil', 'a', 'hit', 'different']",Negative,neutral
1544833765914075138,"@214_202_410 100%. I don’t even think of cane’s or chick fil a as fried chicken, it’s just chicken. Like technically yeah it’s fried but it’s not Fried Chicken, which is a category if that makes sense.",Positive,2022-07-09 13:20:09.180701,"['202', '410', '100', 'i', 'don', 't', 'even', 'think', 'of', 'cane', 's', 'or', 'chick', 'fil', 'a', 'as', 'fried', 'chicken', 'it', 's', 'just', 'chicken', 'like', 'technically', 'yeah', 'it', 's', 'fry', 'but', 'it', 's', 'not', 'fried', 'chicken', 'which', 'be', 'a', 'category', 'if', 'that', 'make', 'sense']",Positive,Negative
1544833731252428801,RT @malerntogo: Certainly NOT all straight people! But you get the idea. Please like and retweet if you won’t ever support Chick-fil-A or a…,Positive,2022-07-09 13:20:09.245229,"['certainly', 'not', 'all', 'straight', 'people', 'but', 'you', 'get', 'the', 'idea', 'please', 'like', 'and', 'between', 'if', 'you', 'win', 't', 'ever', 'support', 'chick', 'fil', 'a', 'or', 'a']",Negative,Positive
1544833649534812161,@1L2P_MaK Chick fil a being referenced shows  this was at least made in 2020 🤣,Negative,2022-07-09 13:20:09.278856,"['may', 'chick', 'fil', 'a', 'be', 'reference', 'show', 'this', 'be', 'at', 'least', 'make', 'in', '2020']",Positive,Negative
1544833625149120512,RT @MurdaaMookk: The Mandela effect already hitting… chic-fil-a is already spelled wrong… I checked all my messages for searches of this an…,Negative,2022-07-09 13:20:09.339541,"['the', 'mandela', 'effect', 'already', 'hit', 'chic', 'fil', 'a', 'be', 'already', 'spell', 'wrong', 'i', 'check', 'all', 'my', 'message', 'for', 'search', 'of', 'this', 'an']",Negative,Negative
1544833332097204225,🍗Chick-fil-A is NOW HIRING Team Members! https://t.co/8Q250iIjwL,neutral,2022-07-09 13:20:09.429038,"['chick', 'fil', 'a', 'be', 'now', 'hiring', 'team', 'members', 'https', 't', 'co', '8q250iijwl']",Negative,neutral
1544833137028599813,@sortaskeptical @JDCocchiarella @eegarim Subway? Not Chick-fil-A?,neutral,2022-07-09 13:20:09.461168,"['subway', 'not', 'chick', 'fil', 'a']",Negative,neutral
1544833044451889159,"@Jsorrentino123 I would pick MickyDs if they where still cooked in peanut oil, but now I would have to go with Chick-fil-A with their sauce, then Micky D is and the Wendys with sea salt...",neutral,2022-07-09 13:20:09.555794,"['i', 'would', 'pick', 'micky', 'if', 'they', 'where', 'still', 'cook', 'in', 'peanut', 'oil', 'but', 'now', 'i', 'would', 'have', 'to', 'go', 'with', 'chick', 'fil', 'a', 'with', 'their', 'sauce', 'then', 'micky', 'd', 'be', 'and', 'the', 'wendy', 'with', 'sea', 'salt']",Negative,neutral
1544833031755960320,John Means' Chick-fil-A order is the content we needed,neutral,2022-07-09 13:20:09.586211,"['john', 'means', 'chick', 'fil', 'a', 'order', 'be', 'the', 'content', 'we', 'need']",Negative,neutral
1544833026689060864,@JordanStrack I’m truly shocked it’s not Chick Fil A,Negative,2022-07-09 13:20:09.616740,"['i', 'm', 'truly', 'shocked', 'it', 's', 'not', 'chick', 'fil', 'a']",Positive,Negative
1544832939258789892,Lmfao everyone knows Chick-fil-A is a f*cked up company but still eats there. 😭😭😭 that shit just really hits the spot sometimes,neutral,2022-07-09 13:20:09.680758,"['lao', 'everyone', 'know', 'chick', 'fil', 'a', 'be', 'a', 'f', 'cken', 'up', 'company', 'but', 'still', 'eat', 'there', 'that', 'shit', 'just', 'really', 'hit', 'the', 'spot', 'sometimes']",Positive,neutral
1544832745360146433,@Saturn_Marooned @ArkadiaCoast @tader_not it really enhances the flavor! it is what chick fil a does!,Positive,2022-07-09 13:20:09.788641,"['maroon', 'not', 'it', 'really', 'enhance', 'the', 'flavor', 'it', 'be', 'what', 'chick', 'fil', 'a', 'do']",Positive,Positive
1544832719242280960,Not the homophobes in my mentions fighting with me over bland ass chick fil a 🤣🤣🤣🤣🤣🤣🤣 https://t.co/Hpa4gRMTYZ,Negative,2022-07-09 13:20:09.897285,"['not', 'the', 'homophobic', 'in', 'my', 'mention', 'fight', 'with', 'me', 'over', 'bland', 'as', 'chick', 'fil', 'a', 'http', 't', 'co', 'ha4grmtyz']",Positive,Negative
1544832707120844800,RT @CFAPearland: We are ready for the Picnic in the Park! The Cow signs and rocks are ready to be placed in Centennial and Southdown Park on…,Positive,2022-07-09 13:20:10.019138,"['we', 'be', 'ready', 'for', 'the', 'picnic', 'in', 'the', 'park', 'the', 'cow', 'sign', 'and', 'rock', 'be', 'ready', 'to', 'be', 'place', 'in', 'centennial', 'and', 'touchdown', 'park', 'on']",Positive,Positive
1544832629509341191,"RT @trev2x_: @bbymuvvaaa Dec 9th, 2000. Chick-Fil-A Peach Bowl. GA Tech Vs LSU https://t.co/MnGDBty0eB",neutral,2022-07-09 13:20:10.108144,"['dec', '9th', '2000', 'chick', 'fil', 'a', 'peach', 'bowl', 'gt', 'tech', 'vs', 'lsu', 'http', 't', 'co', 'mngdbty0en']",Positive,neutral
1544832417533272064,Addicted to Chick-Fil-A sauce….,Negative,2022-07-09 13:20:10.139456,"['addicted', 'to', 'chick', 'fil', 'a', 'sauce']",Positive,Negative
1544832342858022912,I had a Chick-fil-A today and I did not like it. Maybe my tastes have moved on,neutral,2022-07-09 13:20:10.170309,"['i', 'have', 'a', 'chick', 'fil', 'a', 'today', 'and', 'i', 'do', 'not', 'like', 'it', 'maybe', 'my', 'taste', 'have', 'move', 'on']",Positive,neutral
1544832292463558660,feel like going to Chick-fil-A rn.,neutral,2022-07-09 13:20:10.200751,"['feel', 'like', 'go', 'to', 'chick', 'fil', 'a', 'rn']",Positive,neutral
1544832187458957312,"RT @TrendingLiberal: Raise your hand if you NEVER eat at Chick-fil-A, NEVER shop at Hobby Lobby, and will NEVER sleep on a My Pillow 🖐

I w…",neutral,2022-07-09 13:20:10.231746,"['raise', 'your', 'hand', 'if', 'you', 'never', 'eat', 'at', 'chick', 'fil', 'a', 'never', 'shop', 'at', 'hobby', 'lobby', 'and', 'will', 'never', 'sleep', 'on', 'a', 'my', 'pillow', 'i', 'w']",Positive,neutral
1544832029392601088,@jstalnaker1 Not sure about Raising Cane is but Popeyes is definitely better than Chick Fil A'.,Positive,2022-07-09 13:20:10.291834,"['not', 'sure', 'about', 'raising', 'cane', 'be', 'but', 'popes', 'be', 'definitely', 'good', 'than', 'chick', 'fil', 'a']",Positive,Positive
1544831936325189634,"For national fried chicken day, we create a dish that will put Chick fil A to shame. But not Popeyes. Because Popeyes is king. https://t.co/Je8J9SFSuq",Negative,2022-07-09 13:20:10.425684,"['for', 'national', 'fried', 'chicken', 'day', 'we', 'create', 'a', 'dish', 'that', 'will', 'put', 'chick', 'fil', 'a', 'to', 'shame', 'but', 'not', 'popes', 'because', 'popes', 'be', 'king', 'https', 't', 'co', 'je8j9sfs']",Positive,Negative
1544831592790740992,@Jason_Dew @ChickfilA now I want Chick-fil-A,neutral,2022-07-09 13:20:10.456764,"['dew', 'now', 'i', 'want', 'chick', 'fil', 'a']",Positive,neutral
1544831419947618308,"RT @teacup_talk: Need a peachy way to cool down your herd?

Welcome back, @ChickFilA  #PeachMilkShake!😍
***
The pick of season
IceDream🍦tre…",Positive,2022-07-09 13:20:10.773389,"['talk', 'need', 'a', 'peach', 'way', 'to', 'cool', 'down', 'your', 'herd', 'welcome', 'back', 'peachmilkshake', 'the', 'pick', 'of', 'season', 'icedream', 'tre']",Positive,Positive
1544831408933306370,RT @Pv: Our local Chick-Fil-A had *ZERO* cars in drive-thru line the other day at 1:15pm. I double-checked time to be sure. This place usua…,Positive,2022-07-09 13:20:10.815790,"['our', 'local', 'chick', 'fil', 'a', 'have', 'er', 'car', 'in', 'drive', 'thru', 'line', 'the', 'other', 'day', 'at', '1', '15pm', 'i', 'double', 'check', 'time', 'to', 'be', 'sure', 'this', 'place', 'usual']",Negative,Positive
1544831143815569416,RT @KESQ: JUST IN: Chick-Fil-A has announced the grand opening date for its new Palm Desert location https://t.co/eYoknt4H7a,Positive,2022-07-09 13:20:10.868577,"['ust', 'in', 'chick', 'fil', 'a', 'have', 'announce', 'the', 'grand', 'opening', 'date', 'for', 'its', 'new', 'palm', 'desert', 'location', 'http', 't', 'co', 'eyoknt4h7a']",Negative,Positive
1544831129773084674,@ThackSauce Dawg that’s what stopped me from going im probably going to chick fil a,neutral,2022-07-09 13:20:10.898943,"['dawn', 'that', 's', 'what', 'stop', 'me', 'from', 'go', 'im', 'probably', 'go', 'to', 'chick', 'fil', 'a']",Negative,neutral
1544831089822371851,"If I don’t remember nothing else, I’m going to remember to scan for my points at Chick-fil-a 😂",neutral,2022-07-09 13:20:10.930115,"['if', 'i', 'don', 't', 'remember', 'nothing', 'else', 'i', 'm', 'go', 'to', 'remember', 'to', 'scan', 'for', 'my', 'point', 'at', 'chick', 'fil', 'a']",Negative,neutral
1544831073351344131,@lepstitute I do not even think there is a single chick-fil-a in Minnesota,Negative,2022-07-09 13:20:10.960582,"['i', 'do', 'not', 'even', 'think', 'there', 'be', 'a', 'single', 'chick', 'fil', 'a', 'in', 'minnesota']",Positive,Negative
1543286198872989696,"RT @ACTBrigitte: Chick-fil-A was named America is favorite restaurant for their 8th consecutive year.

Once again proving the American peopl…",Positive,2022-07-09 13:20:10.995234,"['chick', 'fil', 'a', 'be', 'name', 'america', 'be', 'favorite', 'restaurant', 'for', 'their', '8th', 'consecutive', 'year', 'once', 'again', 'prove', 'the', 'american', 'people']",Positive,Positive
1543286182028619776,"RT @Susan36495963: FIXED IT               Pro-America:
Hobby Lobby
Patriot Mobile
MyPillow
New Balance
Publix
Blue Bell
Chick-fil-A
In-N-Ou…",Positive,2022-07-09 13:20:11.137052,"['fid', 'in', 'pro', 'america', 'hobby', 'lobby', 'patriot', 'mobile', 'pillow', 'new', 'balance', 'public', 'blue', 'bell', 'chick', 'fil', 'a', 'in', 'n', 'ou']",Positive,Positive
1543286177943261184,RT @sowegaCat: If you even for one minute think about shopping at Hobby Lobby or eating at Chick-fil-a (I don’t care how good it tastes..fu…,Positive,2022-07-09 13:20:11.168207,"['if', 'you', 'even', 'for', 'one', 'minute', 'think', 'about', 'shopping', 'at', 'hobby', 'lobby', 'or', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'don', 't', 'care', 'how', 'good', 'it', 'taste', 'fu']",Positive,Positive
1543286177872085001,RT @nypost: Chick-fil-A is America is favorite restaurant — for the 8th year in a row https://t.co/bV5qcdxRGe https://t.co/AGFFeSbZEx,Positive,2022-07-09 13:20:11.339060,"['chick', 'fil', 'a', 'be', 'america', 'be', 'favorite', 'restaurant', 'for', 'the', '8th', 'year', 'in', 'a', 'row', 'http', 't', 'co', 'by5qcdxrge', 'http', 't', 'co', 'agffesbzex']",Negative,Positive
1543286176802639875,RT @LarryFinesGhost: I do not eat at Chick-fil-A. I do not shop at Hobby Lobby. 🤷‍♂️ Ever.,neutral,2022-07-09 13:20:11.369834,"['i', 'do', 'not', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'do', 'not', 'shop', 'at', 'hobby', 'lobby', 'ever']",Negative,neutral
1543286166530703360,ordering ahead at chick fil a is slower than the drive thru every time 🫤,neutral,2022-07-09 13:20:11.400064,"['order', 'ahead', 'at', 'chick', 'fil', 'a', 'be', 'slow', 'than', 'the', 'drive', 'thru', 'every', 'time']",Negative,neutral
1543286151976345600,RT @LarryFinesGhost: I do not eat at Chick-fil-A. I do not shop at Hobby Lobby. 🤷‍♂️ Ever.,neutral,2022-07-09 13:20:11.430890,"['i', 'do', 'not', 'eat', 'at', 'chick', 'fil', 'a', 'i', 'do', 'not', 'shop', 'at', 'hobby', 'lobby', 'ever']",Negative,neutral
1543286144489721859,RT @SaeedDiCaprio: omg??? chick fil a??? https://t.co/aIFp3enKB2,neutral,2022-07-09 13:20:11.482825,"['omg', 'chick', 'fil', 'a', 'http', 't', 'co', 'amp3en2']",Negative,neutral
1543286142698565632,@nypost Chick fil a smacks man s tier chicken sandwich and sauce,Negative,2022-07-09 13:20:11.513536,"['chick', 'fil', 'a', 'smacks', 'man', 's', 'tier', 'chicken', 'sandwich', 'and', 'sauce']",Negative,Negative
